{'loss': 2.3253, 'grad_norm': 0.21877968311309814, 'learning_rate': 1.41643059490085e-06, 'mean_token_accuracy': 0.5390011395531479, 'epoch': 0.0}
{'loss': 2.0305, 'grad_norm': 0.6882754564285278, 'learning_rate': 2.9611778108842348e-05, 'mean_token_accuracy': 0.5421675922208885, 'epoch': 5.7}
{'loss': 1.9757, 'grad_norm': 0.7529712915420532, 'learning_rate': 2.9567960739637195e-05, 'mean_token_accuracy': 0.5558418669628251, 'epoch': 5.71}
{'loss': 2.003, 'grad_norm': 0.8772173523902893, 'learning_rate': 2.952414337043204e-05, 'mean_token_accuracy': 0.5511115255672303, 'epoch': 5.71}
{'loss': 1.944, 'grad_norm': 0.9743086695671082, 'learning_rate': 2.9480326001226887e-05, 'mean_token_accuracy': 0.5610373951458595, 'epoch': 5.71}
{'loss': 1.6858, 'grad_norm': 0.5450680255889893, 'learning_rate': 2.9436508632021735e-05, 'mean_token_accuracy': 0.6079919637523774, 'epoch': 5.72}
{'loss': 1.9753, 'grad_norm': 0.7763667106628418, 'learning_rate': 2.939269126281658e-05, 'mean_token_accuracy': 0.5558536737649888, 'epoch': 5.72}
{'loss': 1.9661, 'grad_norm': 0.8286669850349426, 'learning_rate': 2.9348873893611427e-05, 'mean_token_accuracy': 0.5532866268890657, 'epoch': 5.72}
{'loss': 1.9479, 'grad_norm': 0.7824069261550903, 'learning_rate': 2.9305056524406278e-05, 'mean_token_accuracy': 0.5594589362945336, 'epoch': 5.73}
{'loss': 1.9266, 'grad_norm': 0.8322151303291321, 'learning_rate': 2.9261239155201126e-05, 'mean_token_accuracy': 0.559451140332231, 'epoch': 5.73}
{'loss': 1.7329, 'grad_norm': 0.6195226311683655, 'learning_rate': 2.921742178599597e-05, 'mean_token_accuracy': 0.5982027683276974, 'epoch': 5.73}
{'loss': 1.9938, 'grad_norm': 0.7262656092643738, 'learning_rate': 2.9173604416790817e-05, 'mean_token_accuracy': 0.5519085003546897, 'epoch': 5.74}
{'loss': 2.0087, 'grad_norm': 0.7598995566368103, 'learning_rate': 2.9129787047585665e-05, 'mean_token_accuracy': 0.5471402537529237, 'epoch': 5.74}
{'loss': 1.9896, 'grad_norm': 0.7611067295074463, 'learning_rate': 2.908596967838051e-05, 'mean_token_accuracy': 0.5536495880301364, 'epoch': 5.74}
{'loss': 1.9568, 'grad_norm': 0.9377681612968445, 'learning_rate': 2.9042152309175357e-05, 'mean_token_accuracy': 0.5574029377188544, 'epoch': 5.75}
{'loss': 1.6534, 'grad_norm': 0.5428926348686218, 'learning_rate': 2.8998334939970208e-05, 'mean_token_accuracy': 0.6113424424161366, 'epoch': 5.75}
{'loss': 2.0728, 'grad_norm': 0.7228671312332153, 'learning_rate': 2.8954517570765056e-05, 'mean_token_accuracy': 0.5363402580788521, 'epoch': 5.75}
{'loss': 1.9438, 'grad_norm': 0.8983307480812073, 'learning_rate': 2.8910700201559897e-05, 'mean_token_accuracy': 0.5571545663371263, 'epoch': 5.76}
{'loss': 1.9646, 'grad_norm': 0.8386281132698059, 'learning_rate': 2.8866882832354748e-05, 'mean_token_accuracy': 0.5585891006137286, 'epoch': 5.76}
{'loss': 1.925, 'grad_norm': 0.9768471717834473, 'learning_rate': 2.8823065463149595e-05, 'mean_token_accuracy': 0.5628559141138009, 'epoch': 5.76}
{'loss': 1.6744, 'grad_norm': 0.5853458642959595, 'learning_rate': 2.877924809394444e-05, 'mean_token_accuracy': 0.6082255912121031, 'epoch': 5.77}
{'loss': 1.9196, 'grad_norm': 0.683735191822052, 'learning_rate': 2.8735430724739287e-05, 'mean_token_accuracy': 0.5610866913313581, 'epoch': 5.77}
{'loss': 1.9161, 'grad_norm': 0.7670472860336304, 'learning_rate': 2.8691613355534135e-05, 'mean_token_accuracy': 0.5663204866700972, 'epoch': 5.77}
{'loss': 1.8983, 'grad_norm': 0.825446605682373, 'learning_rate': 2.8647795986328986e-05, 'mean_token_accuracy': 0.5667265900950983, 'epoch': 5.78}
{'loss': 1.9016, 'grad_norm': 0.8984382748603821, 'learning_rate': 2.8603978617123827e-05, 'mean_token_accuracy': 0.5673004425145722, 'epoch': 5.78}
{'loss': 1.6851, 'grad_norm': 0.587351381778717, 'learning_rate': 2.8560161247918678e-05, 'mean_token_accuracy': 0.6012496073137918, 'epoch': 5.78}
{'loss': 1.9326, 'grad_norm': 0.7397011518478394, 'learning_rate': 2.8516343878713525e-05, 'mean_token_accuracy': 0.5586237529232688, 'epoch': 5.79}
{'loss': 1.9978, 'grad_norm': 0.8487319946289062, 'learning_rate': 2.847252650950837e-05, 'mean_token_accuracy': 0.5520092119917025, 'epoch': 5.79}
{'loss': 1.9426, 'grad_norm': 0.8091912269592285, 'learning_rate': 2.8428709140303217e-05, 'mean_token_accuracy': 0.5580111376867747, 'epoch': 5.79}
{'loss': 1.969, 'grad_norm': 0.9251477122306824, 'learning_rate': 2.8384891771098065e-05, 'mean_token_accuracy': 0.555455781124705, 'epoch': 5.8}
{'loss': 1.6266, 'grad_norm': 0.5920142531394958, 'learning_rate': 2.8341074401892913e-05, 'mean_token_accuracy': 0.6138950911611557, 'epoch': 5.8}
{'loss': 1.9513, 'grad_norm': 0.7289544939994812, 'learning_rate': 2.8297257032687757e-05, 'mean_token_accuracy': 0.5596309330957412, 'epoch': 5.8}
{'loss': 1.9895, 'grad_norm': 0.8088962435722351, 'learning_rate': 2.8253439663482605e-05, 'mean_token_accuracy': 0.5550265935237266, 'epoch': 5.81}
{'loss': 1.9341, 'grad_norm': 0.8291314244270325, 'learning_rate': 2.8209622294277456e-05, 'mean_token_accuracy': 0.5586532510790035, 'epoch': 5.81}
{'loss': 2.0254, 'grad_norm': 0.8554689288139343, 'learning_rate': 2.8165804925072297e-05, 'mean_token_accuracy': 0.5447429038866296, 'epoch': 5.81}
{'loss': 1.7315, 'grad_norm': 0.6792895793914795, 'learning_rate': 2.8121987555867148e-05, 'mean_token_accuracy': 0.5938666281251639, 'epoch': 5.82}
{'loss': 1.864, 'grad_norm': 0.7119158506393433, 'learning_rate': 2.8078170186661995e-05, 'mean_token_accuracy': 0.5744551251257838, 'epoch': 5.82}
{'loss': 1.9976, 'grad_norm': 0.7545678615570068, 'learning_rate': 2.8034352817456843e-05, 'mean_token_accuracy': 0.5521266486710253, 'epoch': 5.82}
{'loss': 1.9507, 'grad_norm': 0.8700815439224243, 'learning_rate': 2.7990535448251687e-05, 'mean_token_accuracy': 0.5573440306969548, 'epoch': 5.83}
{'loss': 1.8619, 'grad_norm': 0.9235984683036804, 'learning_rate': 2.7946718079046535e-05, 'mean_token_accuracy': 0.570258482501434, 'epoch': 5.83}
{'loss': 1.6629, 'grad_norm': 0.6135101318359375, 'learning_rate': 2.7902900709841386e-05, 'mean_token_accuracy': 0.6102632230809466, 'epoch': 5.83}
{'loss': 1.8975, 'grad_norm': 0.7229324579238892, 'learning_rate': 2.7859083340636227e-05, 'mean_token_accuracy': 0.569860412633133, 'epoch': 5.84}
{'loss': 1.912, 'grad_norm': 0.9076198935508728, 'learning_rate': 2.7815265971431074e-05, 'mean_token_accuracy': 0.569957140814483, 'epoch': 5.84}
{'loss': 1.9236, 'grad_norm': 0.8803505301475525, 'learning_rate': 2.7771448602225925e-05, 'mean_token_accuracy': 0.5660694029643333, 'epoch': 5.84}
{'loss': 1.9705, 'grad_norm': 0.942399799823761, 'learning_rate': 2.7727631233020773e-05, 'mean_token_accuracy': 0.5557100813653801, 'epoch': 5.85}
{'loss': 1.691, 'grad_norm': 0.5844440460205078, 'learning_rate': 2.7683813863815617e-05, 'mean_token_accuracy': 0.6046598421067707, 'epoch': 5.85}
{'loss': 2.0226, 'grad_norm': 0.8021835088729858, 'learning_rate': 2.7639996494610465e-05, 'mean_token_accuracy': 0.5501416858222833, 'epoch': 5.85}
{'loss': 1.9203, 'grad_norm': 0.8685254454612732, 'learning_rate': 2.7596179125405313e-05, 'mean_token_accuracy': 0.562197009510709, 'epoch': 5.86}
{'loss': 1.9698, 'grad_norm': 0.8226402401924133, 'learning_rate': 2.7552361756200157e-05, 'mean_token_accuracy': 0.5607764593473177, 'epoch': 5.86}
{'loss': 1.8634, 'grad_norm': 0.9186305999755859, 'learning_rate': 2.7508544386995005e-05, 'mean_token_accuracy': 0.5753032863261917, 'epoch': 5.87}
{'loss': 1.7791, 'grad_norm': 0.6109838485717773, 'learning_rate': 2.7464727017789856e-05, 'mean_token_accuracy': 0.5883637788989666, 'epoch': 5.87}
{'loss': 2.041, 'grad_norm': 0.802478551864624, 'learning_rate': 2.7420909648584703e-05, 'mean_token_accuracy': 0.545075040666847, 'epoch': 5.87}
{'loss': 2.0207, 'grad_norm': 0.8206691741943359, 'learning_rate': 2.7377092279379547e-05, 'mean_token_accuracy': 0.5473226641254427, 'epoch': 5.88}
{'loss': 1.9208, 'grad_norm': 0.8308296203613281, 'learning_rate': 2.7333274910174395e-05, 'mean_token_accuracy': 0.5666759515388318, 'epoch': 5.88}
{'loss': 1.8924, 'grad_norm': 0.8686204552650452, 'learning_rate': 2.7289457540969243e-05, 'mean_token_accuracy': 0.5713856512055415, 'epoch': 5.88}
{'loss': 1.6368, 'grad_norm': 0.5993487238883972, 'learning_rate': 2.7245640171764087e-05, 'mean_token_accuracy': 0.6120365641914699, 'epoch': 5.89}
{'loss': 2.043, 'grad_norm': 0.64862060546875, 'learning_rate': 2.7201822802558935e-05, 'mean_token_accuracy': 0.5446249258208753, 'epoch': 5.89}
{'loss': 2.0053, 'grad_norm': 0.8893623352050781, 'learning_rate': 2.7158005433353782e-05, 'mean_token_accuracy': 0.5520252689715799, 'epoch': 5.89}
{'loss': 1.9841, 'grad_norm': 0.927819550037384, 'learning_rate': 2.7114188064148633e-05, 'mean_token_accuracy': 0.554109287350123, 'epoch': 5.9}
{'loss': 1.8863, 'grad_norm': 1.0095826387405396, 'learning_rate': 2.7070370694943474e-05, 'mean_token_accuracy': 0.5705175522781585, 'epoch': 5.9}
{'loss': 1.6867, 'grad_norm': 0.7173838019371033, 'learning_rate': 2.7026553325738325e-05, 'mean_token_accuracy': 0.6050583606043693, 'epoch': 5.9}
{'loss': 1.9946, 'grad_norm': 0.7281232476234436, 'learning_rate': 2.6982735956533173e-05, 'mean_token_accuracy': 0.5495968513437443, 'epoch': 5.91}
{'loss': 1.9973, 'grad_norm': 0.818787693977356, 'learning_rate': 2.6938918587328017e-05, 'mean_token_accuracy': 0.5496546351188536, 'epoch': 5.91}
{'loss': 1.9659, 'grad_norm': 0.772355318069458, 'learning_rate': 2.6895101218122865e-05, 'mean_token_accuracy': 0.5580646903732119, 'epoch': 5.91}
{'loss': 1.9208, 'grad_norm': 0.8750442266464233, 'learning_rate': 2.6851283848917713e-05, 'mean_token_accuracy': 0.5659583628396749, 'epoch': 5.92}
{'loss': 1.6675, 'grad_norm': 0.6356449723243713, 'learning_rate': 2.6807466479712564e-05, 'mean_token_accuracy': 0.6105745322000553, 'epoch': 5.92}
{'loss': 1.9731, 'grad_norm': 0.7515202164649963, 'learning_rate': 2.6763649110507404e-05, 'mean_token_accuracy': 0.5534023123626611, 'epoch': 5.92}
{'loss': 1.9154, 'grad_norm': 0.8365642428398132, 'learning_rate': 2.6719831741302252e-05, 'mean_token_accuracy': 0.5686878528284446, 'epoch': 5.93}
{'loss': 2.0153, 'grad_norm': 0.9440199732780457, 'learning_rate': 2.6676014372097103e-05, 'mean_token_accuracy': 0.548035359125585, 'epoch': 5.93}
{'loss': 1.9222, 'grad_norm': 0.9086021184921265, 'learning_rate': 2.6632197002891944e-05, 'mean_token_accuracy': 0.5673032662661759, 'epoch': 5.93}
{'loss': 1.6513, 'grad_norm': 0.6880633234977722, 'learning_rate': 2.6588379633686795e-05, 'mean_token_accuracy': 0.6123209425931585, 'epoch': 5.94}
{'loss': 1.949, 'grad_norm': 0.7536075711250305, 'learning_rate': 2.6544562264481643e-05, 'mean_token_accuracy': 0.5568712997169184, 'epoch': 5.94}
{'loss': 1.9722, 'grad_norm': 0.7791529297828674, 'learning_rate': 2.650074489527649e-05, 'mean_token_accuracy': 0.5535422140085376, 'epoch': 5.94}
{'loss': 1.9077, 'grad_norm': 0.8523712754249573, 'learning_rate': 2.6456927526071335e-05, 'mean_token_accuracy': 0.5669653278403833, 'epoch': 5.95}
{'loss': 1.978, 'grad_norm': 1.0190149545669556, 'learning_rate': 2.6413110156866182e-05, 'mean_token_accuracy': 0.5564772974418397, 'epoch': 5.95}
{'loss': 1.7817, 'grad_norm': 0.5819234848022461, 'learning_rate': 2.6369292787661033e-05, 'mean_token_accuracy': 0.5867437559314135, 'epoch': 5.95}
{'loss': 1.8811, 'grad_norm': 0.7009285688400269, 'learning_rate': 2.6325475418455874e-05, 'mean_token_accuracy': 0.5688505784653162, 'epoch': 5.96}
{'loss': 1.9595, 'grad_norm': 0.7516682147979736, 'learning_rate': 2.6281658049250725e-05, 'mean_token_accuracy': 0.5523679751380082, 'epoch': 5.96}
{'loss': 1.9653, 'grad_norm': 0.9338452816009521, 'learning_rate': 2.6237840680045573e-05, 'mean_token_accuracy': 0.5591250138879316, 'epoch': 5.96}
{'loss': 1.8523, 'grad_norm': 0.8297512531280518, 'learning_rate': 2.619402331084042e-05, 'mean_token_accuracy': 0.5756869649661469, 'epoch': 5.97}
{'loss': 1.7, 'grad_norm': 0.598640501499176, 'learning_rate': 2.6150205941635265e-05, 'mean_token_accuracy': 0.6012701537018948, 'epoch': 5.97}
{'loss': 1.9189, 'grad_norm': 0.6170237064361572, 'learning_rate': 2.6106388572430112e-05, 'mean_token_accuracy': 0.5658716423714442, 'epoch': 5.97}
{'loss': 2.0123, 'grad_norm': 0.7398543953895569, 'learning_rate': 2.606257120322496e-05, 'mean_token_accuracy': 0.5468258097815669, 'epoch': 5.98}
{'loss': 1.9823, 'grad_norm': 0.8730104565620422, 'learning_rate': 2.6018753834019804e-05, 'mean_token_accuracy': 0.5538013526156289, 'epoch': 5.98}
{'loss': 1.9509, 'grad_norm': 0.9645664095878601, 'learning_rate': 2.5974936464814652e-05, 'mean_token_accuracy': 0.5597237320065862, 'epoch': 5.98}
{'loss': 1.7566, 'grad_norm': 0.6584650278091431, 'learning_rate': 2.5931119095609503e-05, 'mean_token_accuracy': 0.5949414270253522, 'epoch': 5.99}
{'loss': 1.9488, 'grad_norm': 0.7695196866989136, 'learning_rate': 2.588730172640435e-05, 'mean_token_accuracy': 0.5642201994774511, 'epoch': 5.99}
{'loss': 1.8893, 'grad_norm': 0.6613044738769531, 'learning_rate': 2.5843484357199195e-05, 'mean_token_accuracy': 0.5662082342279298, 'epoch': 5.99}
{'loss': 1.9954, 'grad_norm': 0.8983153104782104, 'learning_rate': 2.5799666987994043e-05, 'mean_token_accuracy': 0.5512376764804896, 'epoch': 6.0}
{'loss': 1.9124, 'grad_norm': 0.6242034435272217, 'learning_rate': 2.575584961878889e-05, 'mean_token_accuracy': 0.5967241179386279, 'epoch': 6.0}
{'loss': 2.0118, 'grad_norm': 0.7015240788459778, 'learning_rate': 2.5712032249583734e-05, 'mean_token_accuracy': 0.5478605919328905, 'epoch': 6.0}
{'loss': 2.0452, 'grad_norm': 0.8110500574111938, 'learning_rate': 2.5668214880378582e-05, 'mean_token_accuracy': 0.539482140111581, 'epoch': 6.01}
{'loss': 2.0033, 'grad_norm': 0.7822223901748657, 'learning_rate': 2.562439751117343e-05, 'mean_token_accuracy': 0.5530036723893342, 'epoch': 6.01}
{'loss': 1.9699, 'grad_norm': 0.9249937534332275, 'learning_rate': 2.558058014196828e-05, 'mean_token_accuracy': 0.5566536834796005, 'epoch': 6.01}
{'loss': 1.6214, 'grad_norm': 0.4586089849472046, 'learning_rate': 2.5536762772763122e-05, 'mean_token_accuracy': 0.6168482213059864, 'epoch': 6.02}
{'loss': 1.9736, 'grad_norm': 0.7316506505012512, 'learning_rate': 2.5492945403557973e-05, 'mean_token_accuracy': 0.5535084145550001, 'epoch': 6.02}
{'loss': 2.0127, 'grad_norm': 0.7748358249664307, 'learning_rate': 2.544912803435282e-05, 'mean_token_accuracy': 0.5474422485635041, 'epoch': 6.03}
{'loss': 2.051, 'grad_norm': 0.801476240158081, 'learning_rate': 2.5405310665147665e-05, 'mean_token_accuracy': 0.5412381554929171, 'epoch': 6.03}
{'loss': 1.8617, 'grad_norm': 0.8911070227622986, 'learning_rate': 2.5361493295942512e-05, 'mean_token_accuracy': 0.5750737508630925, 'epoch': 6.03}
{'loss': 1.731, 'grad_norm': 0.5604431629180908, 'learning_rate': 2.531767592673736e-05, 'mean_token_accuracy': 0.6008813156070668, 'epoch': 6.04}
{'loss': 1.9858, 'grad_norm': 0.7055622935295105, 'learning_rate': 2.527385855753221e-05, 'mean_token_accuracy': 0.5527984945180348, 'epoch': 6.04}
{'loss': 1.9454, 'grad_norm': 0.7481846213340759, 'learning_rate': 2.5230041188327052e-05, 'mean_token_accuracy': 0.5578710847373765, 'epoch': 6.04}
{'loss': 2.0373, 'grad_norm': 0.8369520902633667, 'learning_rate': 2.5186223819121903e-05, 'mean_token_accuracy': 0.5483392204584878, 'epoch': 6.05}
{'loss': 1.8713, 'grad_norm': 0.918930172920227, 'learning_rate': 2.514240644991675e-05, 'mean_token_accuracy': 0.5743740614296408, 'epoch': 6.05}
{'loss': 1.6179, 'grad_norm': 0.5717401504516602, 'learning_rate': 2.509858908071159e-05, 'mean_token_accuracy': 0.6171675846798229, 'epoch': 6.05}
{'loss': 1.9814, 'grad_norm': 0.8026765584945679, 'learning_rate': 2.5054771711506442e-05, 'mean_token_accuracy': 0.5510096525420838, 'epoch': 6.06}
{'loss': 1.9726, 'grad_norm': 0.8711287975311279, 'learning_rate': 2.501095434230129e-05, 'mean_token_accuracy': 0.5530276941969792, 'epoch': 6.06}
{'loss': 1.9705, 'grad_norm': 0.7679450511932373, 'learning_rate': 2.4967136973096138e-05, 'mean_token_accuracy': 0.553791147774913, 'epoch': 6.06}
{'loss': 1.8918, 'grad_norm': 0.8513820767402649, 'learning_rate': 2.4923319603890982e-05, 'mean_token_accuracy': 0.5680248568628604, 'epoch': 6.07}
{'loss': 1.7509, 'grad_norm': 0.6376078128814697, 'learning_rate': 2.487950223468583e-05, 'mean_token_accuracy': 0.5933217567542591, 'epoch': 6.07}
{'loss': 1.9336, 'grad_norm': 0.7817096710205078, 'learning_rate': 2.4835684865480677e-05, 'mean_token_accuracy': 0.5600238967138388, 'epoch': 6.07}
{'loss': 2.0264, 'grad_norm': 0.8390147089958191, 'learning_rate': 2.4791867496275525e-05, 'mean_token_accuracy': 0.543111281026049, 'epoch': 6.08}
{'loss': 1.945, 'grad_norm': 0.8223949670791626, 'learning_rate': 2.4748050127070373e-05, 'mean_token_accuracy': 0.5652983593163324, 'epoch': 6.08}
{'loss': 1.9774, 'grad_norm': 1.0910338163375854, 'learning_rate': 2.470423275786522e-05, 'mean_token_accuracy': 0.5529843336563698, 'epoch': 6.08}
{'loss': 1.7371, 'grad_norm': 0.6677684783935547, 'learning_rate': 2.4660415388660065e-05, 'mean_token_accuracy': 0.5974150519771004, 'epoch': 6.09}
{'loss': 1.979, 'grad_norm': 0.7714747786521912, 'learning_rate': 2.4616598019454912e-05, 'mean_token_accuracy': 0.5505743309377248, 'epoch': 6.09}
{'loss': 1.9513, 'grad_norm': 0.7802194952964783, 'learning_rate': 2.457278065024976e-05, 'mean_token_accuracy': 0.5596145178400226, 'epoch': 6.09}
{'loss': 1.9797, 'grad_norm': 0.8613973259925842, 'learning_rate': 2.4528963281044608e-05, 'mean_token_accuracy': 0.5539857005658891, 'epoch': 6.1}
{'loss': 1.9576, 'grad_norm': 0.8657287359237671, 'learning_rate': 2.4485145911839455e-05, 'mean_token_accuracy': 0.5578415826362879, 'epoch': 6.1}
{'loss': 1.691, 'grad_norm': 0.5711588859558105, 'learning_rate': 2.44413285426343e-05, 'mean_token_accuracy': 0.6023003787512613, 'epoch': 6.1}
{'loss': 2.0143, 'grad_norm': 0.7427464127540588, 'learning_rate': 2.439751117342915e-05, 'mean_token_accuracy': 0.5494353552605311, 'epoch': 6.11}
{'loss': 1.9045, 'grad_norm': 0.6832311749458313, 'learning_rate': 2.4353693804223995e-05, 'mean_token_accuracy': 0.5683461871502647, 'epoch': 6.11}
{'loss': 1.9723, 'grad_norm': 0.8646169900894165, 'learning_rate': 2.4309876435018842e-05, 'mean_token_accuracy': 0.5517524771103036, 'epoch': 6.11}
{'loss': 1.9078, 'grad_norm': 0.8989723324775696, 'learning_rate': 2.426605906581369e-05, 'mean_token_accuracy': 0.5685453775774005, 'epoch': 6.12}
{'loss': 1.6834, 'grad_norm': 0.5492317080497742, 'learning_rate': 2.4222241696608534e-05, 'mean_token_accuracy': 0.6088137289411749, 'epoch': 6.12}
{'loss': 1.9587, 'grad_norm': 0.7640657424926758, 'learning_rate': 2.4178424327403385e-05, 'mean_token_accuracy': 0.5620527281959398, 'epoch': 6.12}
{'loss': 1.9532, 'grad_norm': 0.804908275604248, 'learning_rate': 2.413460695819823e-05, 'mean_token_accuracy': 0.5591612113771179, 'epoch': 6.13}
{'loss': 1.9831, 'grad_norm': 0.8446536660194397, 'learning_rate': 2.409078958899308e-05, 'mean_token_accuracy': 0.553238827394481, 'epoch': 6.13}
{'loss': 1.8935, 'grad_norm': 0.7890901565551758, 'learning_rate': 2.4046972219787925e-05, 'mean_token_accuracy': 0.5703849228772252, 'epoch': 6.13}
{'loss': 1.7225, 'grad_norm': 0.5420560240745544, 'learning_rate': 2.400315485058277e-05, 'mean_token_accuracy': 0.5970410244817748, 'epoch': 6.14}
{'loss': 1.8203, 'grad_norm': 0.7551566958427429, 'learning_rate': 2.395933748137762e-05, 'mean_token_accuracy': 0.5804870701350564, 'epoch': 6.14}
{'loss': 1.9063, 'grad_norm': 0.8446198105812073, 'learning_rate': 2.3915520112172464e-05, 'mean_token_accuracy': 0.5643070184631407, 'epoch': 6.14}
{'loss': 1.9384, 'grad_norm': 0.8691916465759277, 'learning_rate': 2.3871702742967316e-05, 'mean_token_accuracy': 0.5628760357220972, 'epoch': 6.15}
{'loss': 1.8598, 'grad_norm': 0.8968667984008789, 'learning_rate': 2.382788537376216e-05, 'mean_token_accuracy': 0.5719869695752978, 'epoch': 6.15}
{'loss': 1.6611, 'grad_norm': 0.5947200655937195, 'learning_rate': 2.3784068004557007e-05, 'mean_token_accuracy': 0.6113640050855752, 'epoch': 6.15}
{'loss': 1.9633, 'grad_norm': 0.756874144077301, 'learning_rate': 2.3740250635351855e-05, 'mean_token_accuracy': 0.5588792947027776, 'epoch': 6.16}
{'loss': 1.9163, 'grad_norm': 0.7721999883651733, 'learning_rate': 2.36964332661467e-05, 'mean_token_accuracy': 0.5647866997629936, 'epoch': 6.16}
{'loss': 2.0258, 'grad_norm': 0.8080365657806396, 'learning_rate': 2.365261589694155e-05, 'mean_token_accuracy': 0.546966219928305, 'epoch': 6.16}
{'loss': 1.9551, 'grad_norm': 0.93016117811203, 'learning_rate': 2.3608798527736395e-05, 'mean_token_accuracy': 0.556043117887941, 'epoch': 6.17}
{'loss': 1.7326, 'grad_norm': 0.5435655117034912, 'learning_rate': 2.3564981158531242e-05, 'mean_token_accuracy': 0.6008731434975559, 'epoch': 6.17}
{'loss': 1.9528, 'grad_norm': 0.7041467428207397, 'learning_rate': 2.352116378932609e-05, 'mean_token_accuracy': 0.5576398518136492, 'epoch': 6.17}
{'loss': 1.9916, 'grad_norm': 0.7635917067527771, 'learning_rate': 2.3477346420120938e-05, 'mean_token_accuracy': 0.5529431891265852, 'epoch': 6.18}
{'loss': 1.9894, 'grad_norm': 0.8477146029472351, 'learning_rate': 2.3433529050915785e-05, 'mean_token_accuracy': 0.5535482662802621, 'epoch': 6.18}
{'loss': 1.94, 'grad_norm': 0.9631869792938232, 'learning_rate': 2.338971168171063e-05, 'mean_token_accuracy': 0.5601737905851253, 'epoch': 6.18}
{'loss': 1.5686, 'grad_norm': 0.4829529821872711, 'learning_rate': 2.3345894312505477e-05, 'mean_token_accuracy': 0.6242959707042802, 'epoch': 6.19}
{'loss': 1.9851, 'grad_norm': 0.7106465101242065, 'learning_rate': 2.3302076943300325e-05, 'mean_token_accuracy': 0.5535159179512826, 'epoch': 6.19}
{'loss': 2.0037, 'grad_norm': 0.7855835556983948, 'learning_rate': 2.3258259574095172e-05, 'mean_token_accuracy': 0.5562812360004366, 'epoch': 6.2}
{'loss': 1.957, 'grad_norm': 0.877930760383606, 'learning_rate': 2.321444220489002e-05, 'mean_token_accuracy': 0.5585463261669779, 'epoch': 6.2}
{'loss': 1.881, 'grad_norm': 0.9614008069038391, 'learning_rate': 2.3170624835684868e-05, 'mean_token_accuracy': 0.5712204510319951, 'epoch': 6.2}
{'loss': 1.7461, 'grad_norm': 0.5481155514717102, 'learning_rate': 2.3126807466479712e-05, 'mean_token_accuracy': 0.5944080430954983, 'epoch': 6.21}
{'loss': 1.8883, 'grad_norm': 0.6891916990280151, 'learning_rate': 2.308299009727456e-05, 'mean_token_accuracy': 0.5671149157318018, 'epoch': 6.21}
{'loss': 2.0278, 'grad_norm': 0.8421230316162109, 'learning_rate': 2.3039172728069407e-05, 'mean_token_accuracy': 0.5466802756611286, 'epoch': 6.21}
{'loss': 1.995, 'grad_norm': 0.8401235938072205, 'learning_rate': 2.2995355358864255e-05, 'mean_token_accuracy': 0.5539614522508904, 'epoch': 6.22}
{'loss': 1.9007, 'grad_norm': 0.8063138127326965, 'learning_rate': 2.2951537989659103e-05, 'mean_token_accuracy': 0.5662285366560318, 'epoch': 6.22}
{'loss': 1.7168, 'grad_norm': 0.6167550086975098, 'learning_rate': 2.2907720620453947e-05, 'mean_token_accuracy': 0.5915702527721718, 'epoch': 6.22}
{'loss': 1.9591, 'grad_norm': 0.7676306366920471, 'learning_rate': 2.2863903251248798e-05, 'mean_token_accuracy': 0.5590039440456066, 'epoch': 6.23}
{'loss': 1.9674, 'grad_norm': 0.7852820158004761, 'learning_rate': 2.2820085882043642e-05, 'mean_token_accuracy': 0.554437488624024, 'epoch': 6.23}
{'loss': 1.9881, 'grad_norm': 0.8613535165786743, 'learning_rate': 2.277626851283849e-05, 'mean_token_accuracy': 0.5552742639545738, 'epoch': 6.23}
{'loss': 1.9132, 'grad_norm': 0.8765019774436951, 'learning_rate': 2.2732451143633337e-05, 'mean_token_accuracy': 0.5625055311063146, 'epoch': 6.24}
{'loss': 1.6771, 'grad_norm': 0.5577924847602844, 'learning_rate': 2.2688633774428185e-05, 'mean_token_accuracy': 0.605243932758637, 'epoch': 6.24}
{'loss': 2.0162, 'grad_norm': 0.8293899893760681, 'learning_rate': 2.2644816405223033e-05, 'mean_token_accuracy': 0.5461335220871305, 'epoch': 6.24}
{'loss': 1.9692, 'grad_norm': 0.7765069603919983, 'learning_rate': 2.2600999036017877e-05, 'mean_token_accuracy': 0.5557251187216468, 'epoch': 6.25}
{'loss': 1.9365, 'grad_norm': 0.9029552340507507, 'learning_rate': 2.2557181666812728e-05, 'mean_token_accuracy': 0.5654025324303249, 'epoch': 6.25}
{'loss': 1.948, 'grad_norm': 0.8216267228126526, 'learning_rate': 2.2513364297607572e-05, 'mean_token_accuracy': 0.5607443915968595, 'epoch': 6.25}
{'loss': 1.6879, 'grad_norm': 0.5677147507667542, 'learning_rate': 2.246954692840242e-05, 'mean_token_accuracy': 0.6008345129851234, 'epoch': 6.26}
{'loss': 2.0019, 'grad_norm': 0.7283661365509033, 'learning_rate': 2.2425729559197268e-05, 'mean_token_accuracy': 0.5510885902161703, 'epoch': 6.26}
{'loss': 1.9091, 'grad_norm': 0.762178897857666, 'learning_rate': 2.2381912189992112e-05, 'mean_token_accuracy': 0.5635974243437408, 'epoch': 6.26}
